CLIENTNUM,Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1
826266483,Existing Customer,39,F,2,College,Single,Unknown,Blue,35,6,2,2,10600.0,598,10002.0,0.843
775152708,Attrited Customer,49,M,3,Post-Graduate,Unknown,$80K - $120K,Blue,39,2,3,4,20769.0,901,19868.0,0.371
787596558,Existing Customer,50,M,1,Uneducated,Married,$120K +,Blue,23,5,2,1,7116.0,981,6135.0,0.858
803205258,Existing Customer,51,F,3,Graduate,Single,Unknown,Blue,45,4,3,4,2420.0,2379,41.0,0.741
716041908,Existing Customer,54,F,1,High School,Single,Less than $40K,Blue,43,5,2,4,2082.0,805,1277.0,1.0490000000000002
708837858,Existing Customer,44,F,4,Doctorate,Unknown,Less than $40K,Blue,34,5,2,2,2718.0,1718,1000.0,0.679
828227433,Existing Customer,50,M,2,High School,Single,$60K - $80K,Blue,46,6,2,4,5626.0,778,4848.0,1.009
714487458,Attrited Customer,49,F,5,Graduate,Divorced,$40K - $60K,Blue,40,6,4,2,2920.0,0,2920.0,0.516
711390333,Attrited Customer,59,M,0,Post-Graduate,Married,$80K - $120K,Blue,46,5,4,2,6526.0,489,6037.0,0.6779999999999999
787974108,Attrited Customer,37,F,1,High School,Single,$40K - $60K,Blue,27,4,2,2,1793.0,792,1001.0,0.723
714036258,Existing Customer,47,F,3,Unknown,Single,Less than $40K,Blue,36,4,1,4,2798.0,1963,835.0,0.805
788752833,Existing Customer,52,F,2,High School,Divorced,Less than $40K,Blue,32,6,3,4,2427.0,1581,846.0,0.6940000000000001
773108958,Existing Customer,55,F,2,Uneducated,Married,$40K - $60K,Blue,48,4,1,1,3011.0,2138,873.0,0.565
782437008,Existing Customer,41,F,3,College,Married,Unknown,Blue,35,6,2,4,2255.0,1769,486.0,0.767
710729358,Attrited Customer,40,F,2,High School,Single,Unknown,Blue,30,6,3,4,6479.0,0,6479.0,0.946
827423433,Existing Customer,41,F,4,Graduate,Divorced,Less than $40K,Blue,37,5,1,4,7492.0,1399,6093.0,0.5329999999999999
756919683,Existing Customer,48,F,2,Unknown,Married,Less than $40K,Blue,41,6,1,3,3632.0,1294,2338.0,0.924
779219208,Existing Customer,38,F,2,High School,Single,Less than $40K,Blue,28,5,1,3,1744.0,0,1744.0,0.7020000000000001
712342833,Existing Customer,52,F,2,Graduate,Married,Unknown,Blue,36,5,3,1,5905.0,2248,3657.0,0.728
721121283,Existing Customer,37,F,2,Graduate,Single,$40K - $60K,Blue,24,4,1,4,2573.0,1280,1293.0,0.718
790006383,Existing Customer,45,M,0,Unknown,Married,$80K - $120K,Blue,37,4,3,2,9654.0,2035,7619.0,0.648
756989583,Existing Customer,41,M,4,Graduate,Unknown,$40K - $60K,Blue,24,4,2,2,1605.0,0,1605.0,0.637
717477783,Attrited Customer,49,F,4,Unknown,Single,Less than $40K,Silver,37,1,2,2,10195.0,2389,7806.0,0.4270000000000001
716614683,Existing Customer,49,M,3,College,Single,$60K - $80K,Gold,36,5,3,1,34516.0,1255,33261.0,0.731
789942033,Attrited Customer,43,M,4,Graduate,Single,$60K - $80K,Blue,34,5,3,3,10573.0,0,10573.0,0.794
740784258,Existing Customer,47,F,2,College,Single,Less than $40K,Blue,40,4,3,3,1789.0,1088,701.0,0.6829999999999999
711336033,Existing Customer,26,F,0,Unknown,Single,Unknown,Blue,36,3,3,2,7595.0,1032,6563.0,1.035
768141558,Existing Customer,51,M,3,College,Single,$40K - $60K,Blue,45,4,3,0,3272.0,1896,1376.0,0.725
717179508,Existing Customer,33,F,0,Graduate,Single,Less than $40K,Blue,26,6,1,3,2382.0,1565,817.0,0.73
716520033,Existing Customer,52,M,2,Post-Graduate,Married,$80K - $120K,Blue,36,6,4,1,1981.0,1448,533.0,0.723
783625008,Existing Customer,51,M,2,Post-Graduate,Single,$120K +,Blue,45,4,2,2,22294.0,0,22294.0,0.647
769330908,Existing Customer,49,F,4,High School,Married,Less than $40K,Blue,43,5,3,4,2574.0,1555,1019.0,0.583
789396783,Existing Customer,30,F,0,High School,Single,Less than $40K,Blue,20,3,3,4,2112.0,1109,1003.0,0.693
709310433,Existing Customer,65,F,0,Unknown,Single,Less than $40K,Blue,56,3,2,2,5441.0,812,4629.0,0.534
713094483,Existing Customer,43,F,3,Unknown,Married,$40K - $60K,Blue,32,3,2,4,4391.0,0,4391.0,0.757
770753733,Existing Customer,42,F,5,College,Single,Less than $40K,Blue,28,4,3,2,3044.0,1865,1179.0,0.852
712659408,Existing Customer,57,M,1,High School,Married,$40K - $60K,Blue,45,3,3,2,2721.0,2159,562.0,0.846
768475383,Existing Customer,62,F,0,Unknown,Single,$40K - $60K,Blue,56,6,1,2,4467.0,0,4467.0,0.888
779655183,Existing Customer,48,M,4,College,Single,$80K - $120K,Blue,31,6,1,3,5033.0,0,5033.0,0.597
711278283,Existing Customer,61,F,1,High School,Unknown,Less than $40K,Blue,50,5,1,2,8604.0,1075,7529.0,0.464
713345508,Existing Customer,43,F,2,High School,Single,Less than $40K,Blue,36,4,3,2,2325.0,1662,663.0,0.8
711379083,Existing Customer,60,F,0,Doctorate,Single,Less than $40K,Blue,42,5,3,3,2758.0,1429,1329.0,0.718
789144633,Existing Customer,45,M,1,Graduate,Married,$80K - $120K,Blue,34,3,2,2,9705.0,850,8855.0,0.481
708393633,Existing Customer,41,F,0,High School,Married,Less than $40K,Blue,31,4,2,4,2685.0,1647,1038.0,0.812
708657033,Existing Customer,60,F,2,College,Single,Less than $40K,Blue,54,5,3,2,2694.0,1923,771.0,0.7140000000000001
717949008,Attrited Customer,40,F,4,High School,Single,$40K - $60K,Blue,29,5,2,3,1554.0,412,1142.0,0.568
788866983,Existing Customer,63,F,0,Unknown,Single,Less than $40K,Blue,48,5,2,1,1438.3,0,1438.3,0.923
751283658,Existing Customer,42,F,4,Unknown,Single,$40K - $60K,Blue,35,4,3,3,1786.0,1316,470.0,0.7040000000000001
718243533,Existing Customer,48,M,3,Post-Graduate,Divorced,$60K - $80K,Blue,36,3,3,4,2648.0,0,2648.0,0.715
779754408,Existing Customer,44,M,3,Graduate,Single,$40K - $60K,Blue,33,3,2,2,2477.0,2123,354.0,0.6990000000000001
794866983,Existing Customer,51,F,1,Doctorate,Married,Unknown,Blue,45,6,2,1,7336.0,1031,6305.0,0.6579999999999999
711832533,Existing Customer,42,M,3,High School,Single,$80K - $120K,Silver,32,3,3,3,34516.0,1396,33120.0,0.688
788552658,Existing Customer,46,F,4,Uneducated,Married,Less than $40K,Blue,30,3,3,1,2479.0,1759,720.0,0.81
715415508,Existing Customer,42,F,4,Graduate,Single,Unknown,Blue,36,3,3,3,9396.0,1870,7526.0,0.7140000000000001
719962458,Existing Customer,44,F,2,Graduate,Unknown,Less than $40K,Blue,34,3,2,2,2561.0,1491,1070.0,0.733
712734933,Attrited Customer,43,F,2,College,Married,Less than $40K,Blue,36,5,2,3,4020.0,0,4020.0,0.563
717410508,Existing Customer,43,M,3,Unknown,Married,$60K - $80K,Silver,30,4,3,4,25856.0,1281,24575.0,0.975
711796683,Existing Customer,50,F,2,Graduate,Single,Less than $40K,Blue,38,5,4,2,7398.0,1581,5817.0,0.428
709407933,Existing Customer,51,M,3,High School,Single,$80K - $120K,Silver,38,5,3,4,34516.0,1802,32714.0,0.912
810493458,Existing Customer,52,F,1,Uneducated,Single,Unknown,Blue,47,6,1,3,4058.0,1349,2709.0,0.723
720494058,Existing Customer,51,F,2,College,Married,Less than $40K,Blue,25,4,3,3,3042.0,0,3042.0,0.578
717050883,Existing Customer,60,F,1,High School,Single,Less than $40K,Blue,36,5,2,2,2688.0,1617,1071.0,0.552
713163258,Attrited Customer,38,F,2,Unknown,Married,Unknown,Blue,33,4,3,3,3388.0,0,3388.0,0.368
715659333,Existing Customer,43,F,4,High School,Single,$40K - $60K,Blue,36,3,3,2,4902.0,2517,2385.0,0.982
712414908,Existing Customer,45,F,4,Unknown,Married,Unknown,Blue,37,4,2,1,3241.0,0,3241.0,0.629
720175008,Existing Customer,48,F,2,Doctorate,Married,$40K - $60K,Blue,34,3,1,4,5069.0,1843,3226.0,0.826
719876808,Existing Customer,43,M,3,Unknown,Divorced,$80K - $120K,Blue,36,5,2,3,13625.0,0,13625.0,0.93
713334483,Attrited Customer,46,M,1,Post-Graduate,Single,$60K - $80K,Blue,32,5,2,3,8766.0,0,8766.0,0.7020000000000001
708360108,Existing Customer,50,M,1,College,Single,$40K - $60K,Blue,41,3,1,1,2800.0,1338,1462.0,0.818
720676158,Existing Customer,34,F,4,Uneducated,Single,Unknown,Blue,21,6,3,2,9005.0,1994,7011.0,0.919
716631708,Existing Customer,56,M,2,High School,Married,$60K - $80K,Blue,36,4,3,1,2713.0,1990,723.0,0.7
713025558,Attrited Customer,53,F,5,Doctorate,Single,Less than $40K,Blue,38,3,2,3,1438.3,0,1438.3,0.3670000000000001
710506683,Existing Customer,47,F,4,High School,Single,$40K - $60K,Blue,39,3,1,0,1746.0,0,1746.0,0.763
712428333,Existing Customer,49,M,3,Uneducated,Single,$80K - $120K,Blue,41,3,3,4,2930.0,1901,1029.0,0.638
718041033,Existing Customer,47,F,4,Graduate,Married,Less than $40K,Blue,36,6,1,4,2178.0,1455,723.0,1.001
709169133,Existing Customer,35,F,1,High School,Married,Unknown,Blue,23,3,3,1,1438.3,0,1438.3,0.7509999999999999
718164858,Existing Customer,42,F,4,Post-Graduate,Married,Less than $40K,Blue,34,5,3,2,2021.0,1281,740.0,0.847
809565183,Attrited Customer,52,F,1,Graduate,Single,Less than $40K,Blue,47,3,3,4,1842.0,625,1217.0,0.7290000000000001
778377183,Existing Customer,49,M,3,Graduate,Single,$120K +,Blue,29,5,2,2,18284.0,1144,17140.0,0.767
712845258,Existing Customer,41,M,2,Uneducated,Married,$80K - $120K,Gold,33,5,3,2,34516.0,1642,32874.0,0.8909999999999999
716915133,Existing Customer,42,F,2,Unknown,Single,Less than $40K,Blue,36,5,3,4,1696.0,0,1696.0,0.6659999999999999
771403008,Existing Customer,52,M,2,Graduate,Unknown,$60K - $80K,Blue,40,4,1,3,7215.0,0,7215.0,0.8290000000000001
787441383,Existing Customer,52,F,0,Graduate,Married,Less than $40K,Blue,37,3,1,2,1793.0,1284,509.0,0.902
711345258,Existing Customer,52,F,2,High School,Married,$40K - $60K,Blue,44,3,3,1,5731.0,0,5731.0,0.685
713685033,Attrited Customer,44,F,2,Graduate,Married,Less than $40K,Blue,33,3,2,2,2417.0,0,2417.0,0.389
718205283,Existing Customer,48,F,3,College,Single,$40K - $60K,Blue,37,6,3,1,1438.3,0,1438.3,0.777
708337683,Existing Customer,51,M,2,Uneducated,Single,$60K - $80K,Blue,40,4,2,2,21800.0,893,20907.0,0.445
720941433,Attrited Customer,53,F,3,High School,Married,Less than $40K,Blue,41,3,3,2,1547.0,0,1547.0,0.845
710201058,Existing Customer,46,F,4,Graduate,Married,Less than $40K,Blue,38,3,3,2,1485.0,736,749.0,0.622
785218458,Existing Customer,44,M,2,Graduate,Married,$40K - $60K,Blue,38,4,1,3,2505.0,2282,223.0,0.7120000000000001
770740308,Existing Customer,49,F,4,Graduate,Unknown,$40K - $60K,Blue,35,3,3,2,2631.0,1699,932.0,0.6679999999999999
787493808,Attrited Customer,48,F,4,Graduate,Unknown,Less than $40K,Blue,36,5,2,2,2700.0,2480,220.0,0.6859999999999999
708846183,Existing Customer,48,M,4,College,Single,$60K - $80K,Blue,30,4,2,2,3307.0,2234,1073.0,0.818
810586833,Existing Customer,38,F,3,Graduate,Divorced,Unknown,Blue,33,6,2,3,29638.0,857,28781.0,0.481
711151383,Attrited Customer,34,F,1,Post-Graduate,Single,Less than $40K,Blue,26,3,2,5,2066.0,347,1719.0,0.511
712425258,Existing Customer,46,F,4,Unknown,Single,Less than $40K,Blue,26,6,1,3,1859.0,1379,480.0,0.836
772063308,Existing Customer,45,M,2,Graduate,Single,$60K - $80K,Blue,34,5,1,1,13362.0,0,13362.0,0.682
718574808,Existing Customer,33,F,2,Graduate,Single,Less than $40K,Blue,17,4,3,4,2431.0,1846,585.0,0.612
717131283,Existing Customer,43,F,4,High School,Divorced,$40K - $60K,Blue,34,5,1,1,6034.0,1579,4455.0,0.753
798996183,Existing Customer,61,F,0,Unknown,Married,Less than $40K,Blue,55,4,2,3,2194.0,1512,682.0,0.725
716831508,Existing Customer,47,F,3,High School,Single,$40K - $60K,Blue,34,4,1,3,1963.0,1524,439.0,0.879
715297908,Attrited Customer,41,F,4,College,Unknown,Unknown,Blue,22,4,2,3,1438.3,1125,313.3,0.611
813234108,Existing Customer,45,F,3,Uneducated,Married,Less than $40K,Blue,40,4,1,3,2922.0,1212,1710.0,0.662
711027183,Existing Customer,50,M,4,College,Single,$40K - $60K,Blue,45,4,3,1,6943.0,600,6343.0,0.653
718812708,Attrited Customer,57,M,2,Graduate,Single,$120K +,Blue,44,5,3,4,34516.0,219,34297.0,0.482
709505808,Attrited Customer,45,F,3,College,Single,Unknown,Blue,33,5,3,4,4345.0,2198,2147.0,0.465
711267633,Attrited Customer,50,F,3,Graduate,Divorced,Less than $40K,Blue,40,5,4,4,4248.0,316,3932.0,0.6609999999999999
719613783,Existing Customer,51,F,1,Doctorate,Married,Less than $40K,Blue,42,3,2,2,1438.3,0,1438.3,0.872
719035758,Existing Customer,53,F,3,Uneducated,Divorced,Less than $40K,Blue,43,5,1,2,2383.0,1516,867.0,0.857
708473133,Existing Customer,55,F,1,Graduate,Married,Less than $40K,Blue,45,4,2,3,1677.0,0,1677.0,0.8240000000000001
712996833,Existing Customer,40,F,1,High School,Married,Unknown,Blue,33,4,2,2,2392.0,1129,1263.0,0.695
720963258,Attrited Customer,52,F,3,College,Married,Less than $40K,Blue,40,3,2,3,3474.0,0,3474.0,0.735
819606258,Existing Customer,48,M,4,Unknown,Married,$60K - $80K,Blue,43,5,3,3,8737.0,1629,7108.0,0.618
714634983,Attrited Customer,44,F,1,Unknown,Single,Unknown,Blue,36,3,3,3,3517.0,0,3517.0,0.634
806428908,Existing Customer,60,F,1,Graduate,Single,Unknown,Blue,55,3,3,3,13397.0,0,13397.0,0.8140000000000001
710903358,Existing Customer,65,F,0,Unknown,Single,Less than $40K,Blue,55,5,2,1,6352.0,1386,4966.0,0.5
712676208,Existing Customer,46,F,5,High School,Single,Less than $40K,Blue,36,6,3,3,1787.0,1324,463.0,0.684
709005633,Attrited Customer,62,M,0,High School,Single,$60K - $80K,Blue,51,3,2,4,18734.0,0,18734.0,0.674
712102983,Existing Customer,47,F,2,College,Married,Less than $40K,Blue,36,6,3,3,1438.3,0,1438.3,0.634
754480233,Existing Customer,50,M,2,Post-Graduate,Divorced,$40K - $60K,Blue,43,5,2,4,3525.0,0,3525.0,0.7979999999999999
719042208,Existing Customer,43,M,4,Doctorate,Unknown,$60K - $80K,Blue,33,4,3,4,2067.0,1250,817.0,0.8909999999999999
716251608,Existing Customer,45,F,4,Unknown,Married,Less than $40K,Blue,36,6,1,4,2051.0,0,2051.0,0.989
715537383,Existing Customer,46,M,3,College,Single,$120K +,Blue,30,5,1,2,27378.0,1893,25485.0,0.4320000000000001
709460883,Attrited Customer,38,F,2,Doctorate,Married,Less than $40K,Blue,28,5,2,4,1614.0,0,1614.0,0.609
789325008,Existing Customer,49,M,3,College,Single,Less than $40K,Blue,38,5,3,1,7862.0,1991,5871.0,0.654
719195733,Existing Customer,47,M,3,College,Married,$60K - $80K,Blue,36,5,1,3,4284.0,1900,2384.0,0.971
787665258,Attrited Customer,47,F,3,Unknown,Married,Less than $40K,Blue,37,1,2,2,1438.3,0,1438.3,0.7490000000000001
710226708,Existing Customer,55,F,2,Uneducated,Divorced,Less than $40K,Blue,49,5,2,1,1438.3,680,758.3,0.77
711982383,Existing Customer,62,M,1,Graduate,Single,$60K - $80K,Blue,49,3,3,2,21805.0,1777,20028.0,0.519
716345283,Existing Customer,55,M,2,Uneducated,Single,$60K - $80K,Blue,36,5,1,4,4712.0,1920,2792.0,0.596
816850458,Attrited Customer,33,M,2,Unknown,Married,$60K - $80K,Blue,28,6,2,4,1698.0,0,1698.0,0.823
710842308,Existing Customer,41,F,5,Uneducated,Single,$40K - $60K,Blue,26,4,3,4,2264.0,928,1336.0,0.662
713132133,Existing Customer,54,F,1,Unknown,Married,Less than $40K,Blue,39,3,2,4,2720.0,1694,1026.0,0.843
788874333,Existing Customer,55,M,3,Post-Graduate,Unknown,$120K +,Blue,40,3,1,4,15631.0,1305,14326.0,0.6679999999999999
717987258,Existing Customer,43,F,3,Unknown,Single,$40K - $60K,Blue,36,5,2,4,2594.0,1686,908.0,0.624
793712658,Attrited Customer,52,M,3,Graduate,Married,$80K - $120K,Blue,46,4,2,3,15011.0,2517,12494.0,0.713
708324483,Existing Customer,47,F,4,Unknown,Single,Less than $40K,Blue,39,3,3,4,1548.0,0,1548.0,0.664
768612258,Existing Customer,52,F,3,Unknown,Single,Less than $40K,Blue,46,3,3,3,2700.0,1623,1077.0,0.848
719659758,Existing Customer,45,F,4,High School,Married,$40K - $60K,Blue,35,6,1,0,2919.0,1670,1249.0,1.041
711313158,Existing Customer,50,F,4,Unknown,Single,Unknown,Blue,44,5,1,1,10721.0,0,10721.0,0.861
716483358,Existing Customer,44,M,3,Graduate,Single,$40K - $60K,Blue,29,5,1,4,6125.0,1329,4796.0,0.6459999999999999
719829633,Existing Customer,42,F,2,Unknown,Married,Less than $40K,Blue,29,5,3,4,3200.0,1733,1467.0,0.909
812465958,Existing Customer,53,F,3,Post-Graduate,Divorced,Unknown,Blue,48,5,2,2,12286.0,997,11289.0,0.726
786536808,Existing Customer,51,M,2,College,Married,$80K - $120K,Blue,45,3,3,1,21543.0,0,21543.0,0.53
807369708,Existing Customer,52,M,3,College,Married,$120K +,Blue,47,3,2,4,6355.0,0,6355.0,0.711
711397533,Existing Customer,52,F,2,High School,Married,Less than $40K,Blue,41,4,2,2,5616.0,2410,3206.0,0.962
711740508,Existing Customer,50,F,1,Unknown,Married,$40K - $60K,Blue,40,6,2,2,2661.0,1575,1086.0,0.735
715233108,Existing Customer,38,M,1,College,Married,$60K - $80K,Blue,36,4,1,2,2836.0,862,1974.0,0.772
813807258,Existing Customer,50,F,2,High School,Married,$40K - $60K,Blue,45,6,3,3,1438.3,0,1438.3,0.7070000000000001
769183908,Existing Customer,51,F,2,Doctorate,Single,Unknown,Blue,45,6,3,1,2109.0,683,1426.0,0.593
718451133,Existing Customer,48,M,2,Graduate,Single,$60K - $80K,Blue,40,4,5,4,14951.0,1413,13538.0,0.784
721115733,Existing Customer,47,M,3,Unknown,Married,$60K - $80K,Blue,36,5,3,2,1591.0,894,697.0,0.7859999999999999
720085233,Attrited Customer,51,F,2,Doctorate,Divorced,Unknown,Blue,40,6,3,4,8930.0,2517,6413.0,0.6609999999999999
717036408,Existing Customer,36,F,1,Uneducated,Single,Unknown,Blue,36,6,3,1,4685.0,1626,3059.0,0.945
714427608,Existing Customer,45,F,5,Post-Graduate,Married,Unknown,Blue,29,5,3,1,2555.0,681,1874.0,0.5760000000000001
780019908,Existing Customer,53,F,1,Graduate,Single,Less than $40K,Blue,43,6,3,2,2172.0,644,1528.0,0.6729999999999999
827898033,Attrited Customer,54,F,1,Uneducated,Married,Unknown,Blue,50,4,0,3,2912.0,0,2912.0,0.621
720302883,Existing Customer,53,F,3,Graduate,Married,Less than $40K,Blue,35,4,3,1,3390.0,2180,1210.0,0.877
715893633,Existing Customer,47,F,4,Doctorate,Single,Less than $40K,Blue,36,4,3,2,2193.0,1084,1109.0,0.974
720730683,Existing Customer,51,F,2,Graduate,Married,Unknown,Blue,36,5,3,3,17412.0,730,16682.0,0.8370000000000001
720638283,Existing Customer,40,F,4,College,Single,Less than $40K,Blue,20,4,3,2,2801.0,1731,1070.0,0.644
789053883,Existing Customer,43,M,3,Post-Graduate,Single,$60K - $80K,Blue,31,4,2,1,11186.0,2231,8955.0,0.708
719286708,Existing Customer,50,F,1,Graduate,Single,Less than $40K,Blue,39,4,5,2,2434.0,1340,1094.0,0.6679999999999999
713952558,Attrited Customer,53,F,3,Doctorate,Single,Unknown,Blue,43,3,3,2,1790.0,1474,316.0,0.595
793395933,Existing Customer,59,F,1,High School,Single,Less than $40K,Blue,53,4,3,3,2716.0,1740,976.0,0.65
813895458,Existing Customer,49,F,0,Unknown,Single,Unknown,Blue,43,6,3,3,2874.0,0,2874.0,0.6759999999999999
771733608,Attrited Customer,47,F,1,Graduate,Married,$40K - $60K,Blue,35,3,3,5,1438.3,0,1438.3,0.809
710102208,Existing Customer,56,M,2,Graduate,Single,$60K - $80K,Blue,36,3,2,2,18776.0,0,18776.0,0.81
719511783,Existing Customer,48,F,1,Unknown,Married,Unknown,Blue,41,3,2,2,1438.3,1197,241.3,0.917
712849158,Attrited Customer,55,M,0,High School,Divorced,$80K - $120K,Blue,44,4,3,3,19793.0,2488,17305.0,0.594
783070833,Existing Customer,34,F,4,Graduate,Single,$40K - $60K,Blue,28,5,2,3,2472.0,1899,573.0,0.77
713419908,Existing Customer,58,F,2,High School,Married,Unknown,Blue,50,3,2,3,12362.0,0,12362.0,0.635
789345408,Existing Customer,39,F,2,College,Married,$40K - $60K,Blue,29,5,3,2,1438.3,722,716.3,0.894
720992883,Existing Customer,47,F,4,Graduate,Married,Less than $40K,Blue,37,4,3,3,3189.0,1863,1326.0,0.77
803652633,Existing Customer,47,F,2,Uneducated,Single,Less than $40K,Blue,41,4,2,2,2092.0,1575,517.0,0.838
789248958,Existing Customer,37,F,2,High School,Married,$40K - $60K,Blue,26,3,2,3,2946.0,2517,429.0,0.841
716178483,Existing Customer,41,F,4,Uneducated,Unknown,$40K - $60K,Blue,29,4,3,2,2430.0,0,2430.0,0.569
715440558,Existing Customer,50,F,1,Graduate,Married,Less than $40K,Blue,36,3,1,2,4143.0,1888,2255.0,0.561
711535158,Attrited Customer,46,F,1,College,Unknown,Unknown,Blue,35,5,3,3,2197.0,461,1736.0,0.636
713647083,Existing Customer,53,F,2,Uneducated,Single,Unknown,Blue,36,5,2,3,9314.0,1761,7553.0,0.562
718311933,Attrited Customer,53,F,4,Doctorate,Married,Less than $40K,Blue,37,6,2,2,3719.0,2517,1202.0,0.6659999999999999
718404783,Attrited Customer,59,F,0,Unknown,Married,Unknown,Blue,49,5,2,4,6996.0,0,6996.0,0.871
817332483,Attrited Customer,63,M,0,Doctorate,Single,Unknown,Blue,47,6,4,3,7306.0,0,7306.0,0.875
710015733,Attrited Customer,41,F,1,Doctorate,Divorced,Less than $40K,Blue,30,3,3,1,2029.0,621,1408.0,1.001
794965233,Attrited Customer,51,F,1,Graduate,Married,Less than $40K,Silver,45,6,3,3,13199.0,781,12418.0,0.411
710512833,Existing Customer,38,F,2,Graduate,Married,Less than $40K,Blue,29,6,1,1,3304.0,1338,1966.0,0.615
710803008,Existing Customer,40,F,3,Doctorate,Married,Less than $40K,Blue,30,6,3,2,3125.0,2041,1084.0,0.675
712987608,Existing Customer,51,F,2,Doctorate,Single,Less than $40K,Blue,40,3,3,3,1438.3,1153,285.3,0.866
716974383,Existing Customer,41,M,5,Graduate,Single,$80K - $120K,Blue,28,3,2,0,2491.0,1979,512.0,0.629
720930633,Attrited Customer,58,F,0,High School,Single,Less than $40K,Blue,46,5,4,2,1977.0,0,1977.0,0.868
710136258,Attrited Customer,33,F,2,Graduate,Single,Less than $40K,Blue,24,6,2,3,1806.0,0,1806.0,0.983
779438208,Existing Customer,38,F,3,Graduate,Single,Less than $40K,Blue,22,4,3,3,1938.0,1175,763.0,0.85
721017333,Existing Customer,42,F,4,Post-Graduate,Married,Less than $40K,Blue,36,4,2,3,3188.0,2002,1186.0,0.825
720952608,Existing Customer,44,F,2,High School,Single,Less than $40K,Blue,29,6,1,2,2288.0,1505,783.0,0.7879999999999999
712886733,Existing Customer,44,F,1,Graduate,Unknown,Less than $40K,Blue,32,3,3,3,1780.0,1338,442.0,0.966
810545733,Existing Customer,47,F,2,College,Married,Unknown,Blue,42,3,3,3,2373.0,1480,893.0,0.631
822132858,Attrited Customer,41,M,4,Uneducated,Married,$80K - $120K,Blue,37,1,2,2,23250.0,0,23250.0,0.564
713526258,Attrited Customer,47,M,3,Uneducated,Single,$120K +,Blue,36,3,3,4,34516.0,0,34516.0,0.517
712877733,Existing Customer,48,M,5,Graduate,Married,$80K - $120K,Blue,42,6,3,3,12882.0,1402,11480.0,0.7829999999999999
713339283,Existing Customer,54,M,3,Unknown,Married,$60K - $80K,Blue,39,4,3,4,6348.0,798,5550.0,1.042
720473433,Existing Customer,59,F,1,Graduate,Unknown,Less than $40K,Blue,36,5,1,3,2621.0,2486,135.0,0.755
780584658,Attrited Customer,33,F,2,Uneducated,Unknown,$40K - $60K,Blue,22,4,2,2,1843.0,1293,550.0,0.349
711824358,Existing Customer,44,F,4,College,Single,Less than $40K,Blue,31,3,3,2,3228.0,0,3228.0,0.747
789990333,Existing Customer,43,F,4,Graduate,Single,$40K - $60K,Blue,35,5,2,2,2303.0,722,1581.0,0.807
721332033,Existing Customer,42,M,2,Unknown,Single,$80K - $120K,Blue,30,4,2,1,29195.0,892,28303.0,0.565
709612983,Attrited Customer,41,F,2,Graduate,Married,$40K - $60K,Blue,36,5,2,4,2990.0,1828,1162.0,0.488
771058908,Existing Customer,55,F,3,High School,Single,$40K - $60K,Blue,42,3,3,2,2873.0,2455,418.0,1.0
715471833,Existing Customer,50,M,0,Post-Graduate,Married,$80K - $120K,Blue,36,5,1,3,28253.0,0,28253.0,0.479
711781233,Existing Customer,53,F,3,Graduate,Married,Unknown,Blue,45,6,1,3,1882.0,0,1882.0,0.8
713947908,Existing Customer,33,M,2,High School,Married,$80K - $120K,Blue,23,6,2,2,1630.0,0,1630.0,0.605
709741608,Existing Customer,51,M,2,Unknown,Single,$80K - $120K,Blue,36,3,1,2,4546.0,0,4546.0,0.6509999999999999
709333608,Existing Customer,58,F,2,High School,Single,Unknown,Blue,46,6,2,2,2395.0,1345,1050.0,0.8109999999999999
709688883,Attrited Customer,45,M,3,High School,Unknown,$80K - $120K,Blue,36,4,3,2,3845.0,0,3845.0,0.595
716269308,Existing Customer,56,F,3,Graduate,Single,Less than $40K,Blue,36,4,2,2,2836.0,1362,1474.0,0.6609999999999999
708692583,Attrited Customer,44,F,2,High School,Single,Less than $40K,Blue,31,3,3,3,1506.0,168,1338.0,0.6709999999999999
709892658,Existing Customer,48,F,5,Graduate,Single,Less than $40K,Blue,38,5,3,2,1605.0,1300,305.0,0.95
713815383,Attrited Customer,53,M,1,High School,Single,$80K - $120K,Blue,36,3,2,2,11778.0,0,11778.0,0.603
710183283,Existing Customer,55,F,1,High School,Married,Less than $40K,Blue,36,5,1,1,2747.0,0,2747.0,0.8340000000000001
711937158,Existing Customer,49,M,3,College,Married,$60K - $80K,Blue,39,5,3,3,2501.0,0,2501.0,0.8320000000000001
771486933,Existing Customer,64,M,1,Graduate,Single,Less than $40K,Blue,52,5,3,2,2563.0,2242,321.0,1.114
717450633,Attrited Customer,47,M,3,Uneducated,Single,$60K - $80K,Blue,36,3,2,4,1659.0,1544,115.0,0.408
718421808,Existing Customer,56,F,2,Uneducated,Married,Unknown,Blue,43,6,3,2,3068.0,1765,1303.0,0.853
716403633,Existing Customer,60,F,0,College,Divorced,Less than $40K,Blue,50,5,3,2,3426.0,1650,1776.0,0.622
717646983,Attrited Customer,59,F,1,Graduate,Single,Less than $40K,Blue,49,4,3,4,3214.0,424,2790.0,0.877
778837083,Attrited Customer,50,M,2,Graduate,Married,$80K - $120K,Blue,31,3,3,3,12906.0,321,12585.0,0.76
